,t,channel,roi_name,mean,cell_count
271,45,0,roi_dic,89.59346,5806
272,45,0,roi_air,85.85736,1
273,45,1,roi_bac,68.05381,1
274,45,1,roi_dic,70.43809,2359
275,45,1,roi_air,68.302666,0
276,46,0,roi_bac,84.03394,3197
277,46,0,roi_dic,89.313416,5747
278,46,0,roi_air,85.73119,1
279,46,1,roi_bac,68.0853,1
280,46,1,roi_dic,70.47952,2448
281,46,1,roi_air,68.327774,0
282,47,0,roi_bac,83.98371,3182
283,47,0,roi_dic,89.16849,5490
284,47,0,roi_air,85.69311,1
285,47,1,roi_bac,68.05268,1
286,47,1,roi_dic,70.490395,2441
287,47,1,roi_air,68.336975,0
288,48,0,roi_bac,83.89423,3142
289,48,0,roi_dic,88.90105,5502
290,48,0,roi_air,85.5481,2
291,48,1,roi_bac,68.07364,1
292,48,1,roi_dic,70.527985,2297
293,48,1,roi_air,68.344795,0
294,49,0,roi_bac,83.8967,3116
295,49,0,roi_dic,88.82012,5360
296,49,0,roi_air,85.55518,1
297,49,1,roi_bac,68.07197,1
298,49,1,roi_dic,70.552986,2256
299,49,1,roi_air,68.28488,0
300,50,0,roi_bac,83.779564,3125
301,50,0,roi_dic,88.585655,5301
302,50,0,roi_air,85.39158,1
303,50,1,roi_bac,68.05874,1
304,50,1,roi_dic,70.595856,2201
305,50,1,roi_air,68.314384,1
306,51,0,roi_bac,83.68451,3063
307,51,0,roi_dic,88.36248,5179
308,51,0,roi_air,85.29729,1
309,51,1,roi_bac,68.05855,1
310,51,1,roi_dic,70.62476,2030
311,51,1,roi_air,68.31105,0
312,52,0,roi_bac,83.678314,3034
313,52,0,roi_dic,88.298584,5101
314,52,0,roi_air,85.2837,1
315,52,1,roi_bac,68.08435,1
316,52,1,roi_dic,70.694275,1850
317,52,1,roi_air,68.33789,0
318,53,0,roi_bac,83.557686,2991
319,53,0,roi_dic,88.08428,5132
320,53,0,roi_air,85.14125,1
321,53,1,roi_bac,68.048805,1
322,53,1,roi_dic,70.7298,1706
323,53,1,roi_air,68.290085,0
324,54,0,roi_bac,83.54694,2999
325,54,0,roi_dic,88.03788,5034
326,54,0,roi_air,85.11969,1
327,54,1,roi_bac,68.04136,1
328,54,1,roi_dic,70.77462,1548
329,54,1,roi_air,68.2623,1
330,55,0,roi_bac,83.3816,2944
331,55,0,roi_dic,87.76788,5067
332,55,0,roi_air,84.9365,1
333,55,1,roi_bac,68.04664,1
334,55,1,roi_dic,70.8565,1444
335,55,1,roi_air,68.295235,0
336,56,0,roi_bac,83.40051,2940
337,56,0,roi_dic,87.707825,5097
